product_category,transport_mode,weather_condition,distance_km,shipment_weight,shipment_volume,traffic_index,route_complexity_score,number_of_stops,driver_experience_years,origin_warehouse_load,destination_warehouse_load,processing_time_hours,fuel_price,holiday_flag,strike_flag,dispatch_delay_hours,handling_issues_count,documentation_delay_flag,delay_duration_hours
Electronics,Sea,Clear,2694.45,224.31,2.1,4.22,1.1,7,7.34,1.11,0.9,8.53,79.65,0,0,17.67,3,1,107.99
Furniture,Road,Clear,330.8,353.87,4.83,5.59,1.94,2,19.32,1.44,1.34,41.43,82.55,1,0,0.57,5,0,64.93
Food,Sea,Storm,2599.43,417.9,1.91,3.21,7.62,4,19.5,0.54,0.86,34.65,88.39,0,0,18.37,2,0,117.0
Food,Road,Rain,2407.26,20.71,2.5,8.68,2.71,5,0.79,1.2,0.47,19.2,91.53,0,0,13.76,1,0,114.85
Automobile,Air,Clear,1101.86,324.33,1.32,7.72,5.63,7,13.28,0.57,0.82,38.93,115.69,0,0,20.58,6,0,112.28
Electronics,Road,Clear,2083.37,53.37,1.34,9.82,2.67,4,7.35,1.2,1.22,31.89,90.46,1,0,3.92,2,0,104.69
Electronics,Sea,Clear,601.51,190.06,1.85,4.74,3.56,0,3.24,1.3,0.86,5.09,95.0,0,0,20.15,0,0,57.17
Electronics,Air,Clear,2449.51,7.33,4.63,8.84,1.34,0,14.94,0.56,0.59,47.01,119.45,0,0,22.64,1,0,109.02
Furniture,Air,Clear,1989.15,164.99,2.04,8.01,4.3,5,14.46,0.74,1.43,13.75,72.82,0,0,11.29,0,0,82.87
Pharma,Sea,Clear,1344.55,85.51,2.81,8.49,2.23,9,1.49,1.03,0.67,26.72,82.56,1,0,11.1,1,1,115.43
Electronics,Air,Clear,2600.33,278.58,2.77,7.19,6.02,5,3.22,1.39,0.92,41.85,114.95,0,0,17.51,0,0,110.54
Electronics,Road,Clear,460.74,256.62,2.96,4.14,8.53,9,1.99,0.33,0.72,14.57,76.45,0,0,7.56,0,0,75.33
Clothing,Sea,Fog,2545.07,396.84,4.12,3.2,8.91,9,12.08,0.97,0.8,11.85,97.32,0,0,20.07,1,0,110.07
Furniture,Rail,Clear,120.46,320.34,4.52,3.45,9.4,6,6.08,0.46,1.07,27.1,98.41,0,0,20.44,1,0,80.93
Automobile,Sea,Clear,2271.94,357.6,1.12,6.1,2.12,6,11.46,0.81,0.88,17.54,114.26,0,0,15.2,2,0,100.78
Electronics,Sea,Clear,1741.42,47.15,4.32,8.92,5.65,8,13.86,0.94,0.42,33.52,116.81,0,0,12.56,5,0,128.29
Clothing,Road,Clear,2105.33,14.85,2.78,5.04,2.03,5,7.31,1.25,0.91,16.12,96.21,1,0,20.12,0,0,95.07
Food,Road,Storm,1266.42,484.8,4.63,6.39,3.76,9,7.3,1.5,0.66,47.5,100.77,0,0,4.3,0,0,107.32
Automobile,Road,Clear,2600.1,214.09,4.59,7.6,3.08,2,15.09,0.97,1.06,14.29,90.29,0,0,2.91,1,0,75.59
Electronics,Air,Storm,973.79,198.09,2.01,8.7,1.11,2,7.39,0.82,0.52,30.96,75.81,0,0,0.89,3,0,82.89
Electronics,Road,Clear,861.12,18.47,3.29,6.84,9.39,3,7.33,0.91,1.0,13.76,116.66,0,0,0.05,2,0,80.64
Clothing,Rail,Storm,940.16,60.34,4.37,6.66,8.04,5,12.24,1.02,0.84,22.69,79.55,0,0,15.91,1,0,100.6
Furniture,Road,Clear,2334.37,470.3,1.99,9.89,5.67,3,1.87,0.4,1.27,14.69,93.99,0,0,5.19,1,1,114.97
Electronics,Road,Clear,1511.11,347.73,0.31,8.76,4.1,1,7.17,0.39,0.71,20.55,97.73,0,0,20.51,0,0,87.58
Food,Road,Clear,1634.4,205.2,1.86,7.6,4.7,6,3.06,0.71,0.42,30.7,86.93,0,0,9.79,1,0,91.29
Electronics,Road,Clear,2503.38,452.34,1.89,8.49,2.85,1,17.68,0.37,0.4,34.17,107.78,0,0,15.0,3,0,106.66
Food,Air,Rain,2508.43,295.36,4.05,10.0,9.71,4,6.94,0.89,0.84,12.08,105.08,1,0,16.34,1,0,122.75
Automobile,Road,Clear,527.13,373.49,1.62,5.55,3.57,4,9.62,0.61,0.92,43.26,81.06,0,0,13.7,2,0,75.65
Automobile,Road,Rain,1671.81,216.37,4.48,7.35,1.67,7,2.2,0.36,0.75,16.15,92.8,0,0,3.0,4,0,98.39
Pharma,Road,Clear,421.75,216.33,2.79,8.32,6.08,9,10.15,0.36,1.25,3.91,114.33,0,0,9.2,2,0,92.56
Pharma,Rail,Clear,2612.16,35.11,2.97,5.0,7.74,4,13.33,0.79,1.1,45.5,99.02,0,0,1.45,3,0,89.15
Food,Rail,Clear,2519.17,367.25,4.05,9.59,9.74,9,1.37,0.7,0.98,13.8,81.65,0,0,4.47,2,0,128.44
Furniture,Road,Rain,2555.58,50.46,0.76,4.44,6.59,5,6.98,1.28,1.03,47.85,82.78,0,0,9.07,1,0,94.87
Electronics,Rail,Clear,2129.33,382.37,0.19,3.19,2.66,3,11.36,0.46,1.22,26.72,94.39,0,0,17.62,0,0,73.78
Electronics,Road,Clear,1427.29,96.24,0.38,7.09,4.52,3,19.93,0.33,1.03,40.89,112.0,0,0,12.31,0,0,77.92
Pharma,Road,Clear,1243.93,124.44,0.25,1.73,3.85,2,15.44,0.37,0.57,6.09,81.25,0,0,16.97,1,0,64.67
Food,Air,Storm,1215.91,459.03,3.53,2.14,1.18,1,11.55,0.7,0.79,26.92,78.37,0,0,12.99,1,0,74.84
Electronics,Road,Rain,245.33,236.31,1.3,9.73,4.53,3,4.57,1.03,0.46,1.88,87.21,0,0,0.66,1,0,82.69
Electronics,Rail,Clear,2849.17,63.5,4.3,3.53,8.2,8,19.39,0.9,1.35,18.85,72.96,0,0,11.93,2,0,101.59
Furniture,Road,Clear,1378.31,452.64,4.43,1.3,4.65,8,4.43,0.98,0.56,2.93,114.68,0,0,3.19,3,0,72.0
Clothing,Sea,Clear,2793.84,226.75,1.84,5.27,8.67,3,3.52,1.05,1.02,22.73,94.08,0,0,20.37,1,0,117.32
Pharma,Road,Clear,2643.81,66.15,1.05,8.81,7.69,8,8.8,0.67,0.36,34.51,114.71,0,0,14.7,3,0,131.56
Pharma,Air,Rain,2494.4,196.02,2.54,4.0,7.47,4,14.93,1.39,0.68,42.25,100.1,0,0,15.17,2,0,92.42
Clothing,Sea,Clear,1785.51,295.08,4.1,4.77,4.43,8,2.28,0.31,1.37,32.26,107.54,0,0,14.74,0,0,93.98
Electronics,Road,Clear,349.59,181.81,3.46,2.41,1.48,8,4.1,0.52,1.25,35.08,80.7,0,0,10.75,1,0,62.67
Furniture,Road,Rain,1005.54,462.24,0.23,4.11,8.94,8,12.68,1.08,0.41,11.24,72.64,0,0,6.48,0,0,77.76
Furniture,Road,Clear,1830.58,135.57,0.14,9.69,6.74,8,0.97,1.47,0.97,14.77,93.99,1,0,4.46,2,0,123.61
Pharma,Air,Clear,89.69,88.74,0.66,8.89,1.81,6,13.37,0.48,0.76,45.08,102.57,1,0,11.61,3,1,91.74
Furniture,Road,Clear,175.76,111.25,1.75,7.66,1.73,8,1.76,1.15,0.46,8.67,78.07,0,0,13.13,0,0,86.47
Automobile,Road,Clear,2049.11,42.79,2.73,8.08,6.53,0,7.69,0.6,1.28,47.56,75.88,0,1,10.82,2,0,104.73
Clothing,Air,Storm,2670.2,226.7,4.11,7.02,4.8,3,8.6,0.54,1.34,40.5,105.11,0,0,15.53,4,1,125.23
Electronics,Road,Storm,2572.73,439.29,0.8,2.06,2.72,5,13.04,0.67,0.91,38.71,75.46,1,0,14.19,4,0,119.03
Automobile,Air,Clear,546.03,153.36,0.85,2.06,3.15,5,6.94,0.5,0.53,38.99,94.34,0,0,7.92,2,1,61.57
Clothing,Road,Clear,2738.14,129.91,4.33,5.83,4.47,0,2.34,0.93,0.8,18.51,72.94,0,0,3.38,0,0,62.65
Food,Road,Clear,2104.09,418.85,4.63,6.36,7.75,0,3.22,1.44,0.34,38.26,73.6,0,0,5.49,1,0,73.24
Pharma,Air,Clear,2163.16,153.69,2.8,9.75,2.77,0,9.11,1.41,1.14,17.65,111.67,0,1,6.47,2,0,83.22
Furniture,Air,Fog,946.92,238.97,3.95,5.06,7.32,7,11.67,0.94,1.38,18.22,101.84,1,0,17.28,2,0,96.11
Food,Road,Clear,2162.19,16.59,1.78,9.26,2.61,0,18.75,1.19,0.32,38.31,77.73,0,0,21.98,2,1,126.09
Furniture,Road,Storm,2143.83,144.25,4.74,9.91,7.87,8,11.32,0.54,1.09,19.35,72.07,0,0,3.44,1,0,130.0
Automobile,Road,Rain,1804.26,66.15,4.53,8.6,9.1,9,14.16,0.97,0.41,38.97,87.69,0,0,8.6,1,0,122.1
Electronics,Road,Storm,1104.0,53.82,4.26,4.59,4.99,1,4.2,1.23,0.58,1.53,80.81,0,0,0.86,2,0,67.2
Electronics,Road,Rain,2442.49,216.28,0.16,7.78,6.77,8,19.83,0.69,0.94,9.07,95.89,0,0,4.14,2,0,109.69
Electronics,Road,Rain,2815.68,139.39,2.66,5.91,3.4,8,3.35,0.55,0.68,44.87,103.89,0,0,8.07,0,0,108.07
Furniture,Air,Rain,2616.17,84.06,0.23,2.79,9.35,1,11.48,0.65,0.31,30.58,83.59,0,1,6.07,3,0,75.66
Food,Air,Storm,766.79,256.23,3.42,2.17,4.83,3,18.96,0.63,1.48,23.0,117.45,0,0,17.03,3,0,74.9
Electronics,Road,Clear,1364.74,392.24,1.0,1.63,5.47,8,9.6,0.63,0.51,28.26,116.75,0,0,1.79,2,1,79.21
Food,Road,Fog,1060.12,367.69,3.23,3.94,3.35,8,18.11,0.38,0.93,19.9,71.54,0,0,17.43,1,0,90.49
Furniture,Road,Rain,2137.06,126.13,0.58,7.2,2.75,7,11.95,0.9,0.92,7.24,96.76,1,0,14.02,3,0,107.53
Automobile,Air,Clear,2502.9,132.3,3.81,9.22,3.05,4,17.11,0.49,1.44,42.89,98.23,0,0,12.22,2,0,104.83
Food,Sea,Fog,686.6,366.22,3.66,3.88,5.28,0,14.41,1.38,1.22,36.44,84.3,0,0,11.86,2,0,70.14
Automobile,Air,Storm,2844.46,279.03,0.12,5.78,2.24,1,11.97,1.26,0.97,33.8,83.21,0,0,13.37,0,0,97.11
Furniture,Rail,Storm,2048.12,371.47,3.98,5.22,4.49,3,2.76,1.39,1.18,40.66,87.39,0,0,20.58,2,0,117.4
Furniture,Rail,Clear,694.42,1.68,0.9,1.98,4.44,8,6.18,1.35,1.32,36.05,93.4,0,0,11.71,0,0,70.49
Pharma,Road,Fog,1144.73,44.48,0.64,7.84,4.9,3,2.86,0.73,0.69,25.24,83.55,0,0,16.14,1,0,97.5
Furniture,Road,Rain,358.59,401.18,2.55,5.67,4.8,4,11.19,1.23,0.45,7.44,100.33,0,0,1.86,1,0,67.34
Furniture,Air,Rain,1811.35,425.71,2.99,9.26,3.47,0,9.04,0.9,1.27,6.05,115.45,0,0,13.08,3,1,99.45
Clothing,Road,Fog,549.11,172.38,0.61,8.52,4.3,4,8.89,0.61,0.53,2.48,106.47,0,0,12.63,0,0,82.48
Electronics,Air,Clear,2094.62,479.21,1.59,3.5,9.12,1,6.02,0.73,0.71,24.11,76.2,0,0,23.57,1,0,77.13
Pharma,Rail,Clear,2224.88,151.48,2.1,3.81,1.34,8,16.44,0.99,1.36,8.5,71.73,0,0,6.44,1,0,80.91
Pharma,Rail,Rain,1464.04,445.25,4.72,5.83,1.79,9,8.79,1.31,1.1,13.83,102.2,0,0,0.51,3,0,90.41
Pharma,Road,Clear,326.76,211.43,1.33,2.13,9.36,9,5.97,0.31,0.4,42.26,102.69,1,0,21.97,0,0,88.55
Clothing,Air,Rain,1852.08,281.34,1.38,3.26,3.44,8,5.65,0.83,0.59,29.56,101.81,0,0,12.43,3,0,88.52
Automobile,Air,Clear,1148.01,321.99,3.33,8.39,3.74,4,6.5,0.31,0.49,47.32,75.17,0,0,3.45,0,0,85.88
Furniture,Rail,Clear,2851.46,67.42,3.66,2.38,4.1,7,16.67,0.64,0.34,45.65,87.59,1,0,2.69,1,0,89.1
Electronics,Rail,Clear,1563.96,19.52,0.15,5.92,1.93,9,7.65,0.79,0.56,21.78,78.64,1,1,23.41,0,0,107.0
Food,Sea,Clear,263.18,213.97,0.76,4.55,7.92,5,5.25,0.86,1.08,31.9,93.76,0,0,8.96,2,0,77.76
Automobile,Road,Clear,1926.34,81.02,1.85,2.81,2.47,9,17.84,1.19,0.32,45.56,94.63,0,1,13.2,1,0,104.64
Furniture,Road,Clear,2349.09,274.92,3.2,9.73,7.32,7,17.96,1.18,1.45,37.87,70.97,0,0,7.41,3,0,126.02
Clothing,Road,Clear,523.48,227.37,0.76,8.43,3.09,8,13.78,0.67,0.58,31.83,108.38,0,0,0.44,2,1,95.18
Furniture,Road,Storm,1374.72,61.93,1.85,3.4,7.14,3,16.61,0.74,0.65,28.85,81.38,0,0,18.51,2,0,91.96
Furniture,Sea,Storm,2242.43,333.23,0.49,8.07,9.75,9,16.72,0.61,0.34,26.49,116.62,0,0,14.1,2,0,133.68
Clothing,Sea,Clear,110.46,11.23,2.9,1.06,5.59,3,14.09,0.77,0.38,7.52,100.29,1,0,14.89,1,0,60.59
Pharma,Road,Rain,135.46,64.07,2.19,3.5,3.87,6,9.57,0.71,1.5,5.99,115.36,1,0,16.41,4,0,84.16
Pharma,Road,Clear,2046.89,350.38,3.96,1.97,4.4,4,18.94,1.1,0.7,12.31,111.14,0,0,3.63,2,0,67.48
Electronics,Road,Clear,2189.12,264.4,2.91,4.82,4.46,3,6.9,0.46,1.12,27.96,97.37,0,0,9.22,0,0,74.47
Electronics,Rail,Fog,2545.31,141.68,3.33,6.74,2.13,1,15.94,0.33,1.2,44.73,100.01,1,0,11.23,3,0,108.4
Pharma,Road,Clear,1228.82,90.94,3.39,2.54,8.37,1,4.93,0.32,0.89,19.51,90.96,0,0,18.29,1,0,65.31
Automobile,Road,Clear,1199.84,321.5,2.99,3.15,4.41,3,13.2,1.46,0.86,41.35,89.8,1,0,15.24,2,0,84.42
Food,Road,Clear,1679.49,103.59,0.18,4.53,7.46,9,16.68,0.6,0.7,2.03,83.17,0,0,10.46,2,0,83.68
Furniture,Road,Fog,2284.11,492.32,4.18,6.68,3.43,7,14.61,1.18,1.14,35.79,76.76,0,0,9.58,3,0,117.24
Food,Sea,Clear,1940.93,434.79,4.59,3.8,4.21,7,14.31,1.16,0.93,5.21,73.61,1,0,18.51,1,0,85.82
Furniture,Road,Rain,1015.6,66.95,2.72,6.41,8.98,6,9.58,1.3,0.81,43.33,100.43,0,0,13.0,2,0,105.57
Pharma,Road,Clear,1072.31,429.72,0.65,4.14,4.82,3,18.05,0.77,0.48,23.74,100.82,0,0,23.67,0,0,73.65
Electronics,Road,Clear,2300.86,173.18,3.31,3.32,4.18,6,6.61,1.08,1.1,24.85,83.16,1,0,0.64,1,0,80.27
Automobile,Road,Storm,1627.21,245.5,1.88,8.7,3.82,8,18.17,0.74,0.82,44.18,85.89,0,0,18.34,5,0,135.96
Electronics,Air,Clear,339.03,72.27,0.46,4.45,9.04,7,1.22,0.58,0.43,21.63,92.96,0,0,3.58,2,0,71.94
Food,Road,Rain,501.34,60.17,4.29,9.27,4.81,4,12.2,1.48,0.71,43.42,83.05,0,0,20.76,4,0,114.75
Electronics,Road,Rain,2561.01,432.88,3.59,3.75,8.89,2,12.64,1.38,0.35,33.01,100.1,0,0,6.6,1,0,78.39
Pharma,Rail,Clear,2996.47,315.32,4.04,5.89,3.7,1,5.62,0.86,0.45,14.29,100.89,0,0,5.83,1,0,72.39
Automobile,Road,Clear,1040.26,230.77,4.0,1.48,9.8,3,15.21,1.03,1.49,3.85,83.36,0,0,12.54,2,0,81.33
Food,Air,Rain,1190.77,19.05,1.85,7.12,5.53,8,4.25,1.46,1.25,43.52,103.26,0,0,10.86,1,0,95.98
Automobile,Road,Clear,505.74,461.06,2.46,8.16,2.48,9,8.56,0.71,1.49,16.26,86.85,0,1,7.52,0,0,82.57
Furniture,Road,Clear,745.35,188.67,1.24,9.74,4.82,3,18.04,1.31,1.43,2.15,85.22,0,0,7.76,0,0,79.13
Electronics,Air,Clear,1302.66,208.91,3.8,8.53,7.14,8,8.19,0.78,1.45,43.62,101.49,0,0,6.51,1,0,109.61
Automobile,Rail,Storm,888.95,145.61,2.67,3.81,8.99,9,16.61,1.35,0.87,26.03,84.16,1,0,9.95,1,0,96.89
Clothing,Air,Storm,2119.2,445.75,3.29,6.01,2.14,4,2.43,0.88,1.11,33.78,82.95,0,0,15.62,0,0,97.83
Electronics,Road,Storm,1636.66,172.95,1.85,6.33,6.03,2,2.73,0.94,0.31,45.8,114.23,0,0,10.85,0,0,99.35
Furniture,Road,Clear,2475.78,87.95,3.43,1.51,5.79,5,3.97,1.21,0.76,10.27,86.84,1,0,10.7,1,0,79.55
Automobile,Road,Rain,2187.35,250.78,3.39,1.65,3.96,8,3.72,1.36,1.11,30.67,95.23,0,0,22.25,3,0,98.39
Food,Air,Clear,427.9,390.96,3.87,3.93,4.68,7,19.58,0.62,0.48,9.15,114.64,0,0,22.13,2,0,66.49
Furniture,Air,Clear,414.0,186.3,0.86,7.7,3.74,2,2.68,1.2,1.37,13.18,73.54,0,0,11.05,0,0,67.01
Clothing,Road,Storm,2692.16,326.37,3.16,3.57,3.72,3,3.42,1.44,0.43,26.43,111.25,0,0,5.6,1,0,84.09
Automobile,Air,Storm,2467.56,152.81,4.41,8.87,5.8,3,3.82,0.33,1.31,11.48,72.21,0,0,3.79,0,0,92.7
Pharma,Air,Storm,1430.36,360.16,0.56,6.8,1.54,0,12.17,0.49,1.04,23.13,99.39,0,0,21.5,1,0,86.37
Electronics,Road,Clear,434.57,334.69,4.81,5.21,5.33,4,10.1,0.73,1.33,1.75,91.37,0,0,11.36,0,0,63.61
Food,Air,Storm,2700.8,340.7,1.12,5.87,3.92,2,14.6,1.24,0.57,31.55,116.97,0,0,18.27,3,0,107.32
Pharma,Road,Fog,730.57,323.31,4.69,3.98,5.18,6,7.19,1.0,1.06,36.99,119.13,0,0,14.07,3,0,97.86
Automobile,Road,Clear,154.83,79.0,4.35,9.77,9.77,6,1.3,1.41,0.57,11.95,113.41,0,0,5.26,2,0,107.92
Automobile,Sea,Clear,2776.51,444.11,3.87,2.58,7.67,4,7.25,0.86,0.61,2.33,101.5,0,0,6.73,2,0,69.76
Furniture,Road,Clear,2436.36,293.29,1.13,8.74,8.75,4,15.59,0.9,0.44,4.17,83.23,0,0,21.86,0,1,111.03
Automobile,Road,Clear,2095.77,191.81,1.16,7.1,4.34,0,16.38,0.97,1.33,30.69,113.05,0,0,10.82,0,0,78.79
Food,Air,Storm,150.39,87.0,1.37,7.4,7.35,3,14.42,1.39,1.26,47.99,72.3,0,0,13.04,0,1,97.86
Pharma,Sea,Clear,1608.87,392.01,4.07,8.52,5.17,0,8.38,0.37,0.64,33.24,79.26,0,0,7.23,1,0,87.48
Food,Sea,Rain,1978.23,255.02,1.02,2.23,6.37,0,12.4,0.91,0.52,1.44,84.93,0,0,11.37,3,0,71.6
Clothing,Air,Rain,2290.07,74.5,2.95,7.26,4.94,7,3.3,0.75,1.26,45.08,104.61,0,0,19.46,1,0,114.13
Clothing,Road,Rain,1439.67,460.79,3.91,7.99,2.19,8,5.41,0.67,0.86,41.32,95.59,0,0,19.88,1,0,117.59
Electronics,Sea,Clear,2862.38,53.94,2.36,9.86,9.53,1,5.31,1.16,0.69,25.57,116.66,0,0,14.4,0,0,122.15
Electronics,Air,Fog,772.1,262.59,4.22,7.73,7.36,8,1.97,0.71,1.12,39.09,86.82,0,0,8.92,0,0,99.24
Clothing,Road,Clear,255.72,305.68,2.85,9.57,6.41,0,18.82,0.33,0.76,14.82,104.75,0,0,0.66,0,0,61.5
Automobile,Rail,Storm,1031.66,499.49,3.02,8.65,6.05,8,8.92,0.56,1.17,6.74,71.94,0,0,9.77,2,0,119.18
Food,Road,Storm,2002.32,71.32,3.42,8.88,7.51,0,17.54,0.65,0.55,8.37,104.05,0,0,1.3,1,1,97.71
Clothing,Road,Clear,2224.61,307.17,4.25,9.25,5.79,9,4.83,0.52,0.98,12.1,90.96,0,0,6.67,2,0,112.92
Electronics,Rail,Fog,2228.57,238.88,0.12,5.78,2.94,9,15.47,1.22,1.35,13.77,112.59,0,0,9.11,6,0,113.41
Clothing,Air,Clear,376.49,129.3,2.02,7.4,1.07,7,16.18,1.03,1.27,20.82,100.83,0,0,11.46,1,1,77.33
Automobile,Road,Rain,2661.01,471.16,4.82,2.12,4.45,0,0.59,1.13,1.43,33.42,104.55,0,0,20.5,1,0,91.03
Clothing,Road,Rain,878.46,395.63,0.58,4.21,6.07,7,1.16,0.95,0.33,7.2,111.94,0,0,1.35,2,0,65.46
Food,Air,Rain,669.24,388.75,1.24,8.91,4.35,0,18.46,1.12,1.41,10.35,71.66,0,0,1.26,2,0,63.8
Pharma,Road,Clear,1862.65,449.69,2.9,9.8,5.8,7,11.59,1.16,0.59,6.35,119.36,0,0,20.72,0,0,117.63
Automobile,Road,Storm,674.95,362.8,4.3,2.01,6.98,1,6.05,1.21,1.43,23.74,80.6,0,0,18.14,2,1,84.22
Electronics,Air,Rain,1548.71,253.86,0.58,6.28,8.29,4,4.13,1.23,0.61,34.54,79.39,0,0,0.67,3,0,86.35
Food,Sea,Clear,1250.74,196.38,0.12,7.61,3.69,6,16.45,0.63,0.52,21.81,110.01,0,0,20.05,2,0,92.02
Clothing,Air,Rain,734.5,352.36,3.47,5.64,6.7,7,4.28,0.59,1.05,35.97,91.16,0,0,13.37,0,1,90.65
Clothing,Rail,Rain,911.58,301.8,3.03,3.1,9.03,5,16.95,1.17,1.17,27.69,79.97,0,0,3.97,2,0,71.31
Pharma,Rail,Rain,1310.85,271.9,1.43,1.38,2.37,7,12.63,1.48,1.45,15.87,79.13,0,0,16.74,3,0,89.47
Electronics,Air,Clear,1071.17,294.94,4.79,9.56,7.21,2,13.37,1.17,0.66,26.61,77.48,0,0,16.72,2,0,95.77
Electronics,Road,Clear,1175.65,328.02,2.84,3.13,9.23,6,9.03,0.91,0.84,40.07,92.02,0,0,18.7,3,0,91.92
Furniture,Sea,Clear,2219.53,484.38,3.35,3.69,7.04,6,1.2,0.67,1.03,9.13,72.91,1,0,10.93,0,0,75.72
Electronics,Road,Clear,546.72,376.83,1.96,6.79,1.83,1,11.32,0.46,1.29,27.48,70.5,0,0,7.38,1,0,55.4
Pharma,Road,Fog,1901.47,89.04,4.62,4.86,3.55,9,14.42,1.0,1.24,32.71,110.58,1,0,18.31,3,0,125.5
Furniture,Road,Clear,2050.57,233.92,1.45,4.81,2.71,2,0.56,0.4,1.43,43.49,97.92,0,0,11.23,2,0,84.79
Furniture,Rail,Clear,2416.16,339.44,3.77,1.74,9.21,7,1.01,1.41,0.95,29.38,82.87,0,0,14.07,1,1,104.84
Clothing,Road,Storm,2549.62,88.65,0.67,9.93,9.93,8,18.19,0.38,1.29,3.0,74.24,0,0,17.03,0,1,143.74
Clothing,Road,Clear,518.06,466.42,2.74,3.56,4.9,1,13.77,0.46,1.26,27.73,104.51,0,0,8.36,1,0,52.28
Electronics,Air,Clear,457.87,39.44,2.93,1.99,9.07,8,15.92,1.21,0.55,10.55,110.24,0,1,2.83,0,0,68.18
Furniture,Sea,Rain,1863.57,305.88,1.02,7.13,2.22,2,1.02,1.37,0.71,22.82,93.66,0,0,10.39,2,0,100.81
Clothing,Air,Storm,2282.9,487.99,1.69,7.77,1.03,0,8.31,0.52,0.54,27.64,110.67,0,0,16.81,0,0,91.18
Pharma,Road,Storm,853.36,364.21,0.98,1.23,6.12,0,15.07,0.36,0.35,31.96,114.93,0,0,10.51,4,0,64.62
Clothing,Road,Storm,1601.25,338.95,4.24,3.42,9.89,6,2.28,0.46,1.32,4.44,91.9,0,0,9.8,0,0,89.86
Automobile,Air,Clear,2328.11,498.71,3.32,2.75,6.06,7,4.17,1.16,1.38,40.81,116.66,0,0,15.36,0,0,93.71
Automobile,Road,Storm,2314.13,396.11,2.29,8.1,9.82,0,10.42,1.37,0.81,45.36,77.81,0,0,0.34,3,0,113.93
Clothing,Air,Clear,1978.77,485.18,2.82,2.65,5.06,6,17.92,1.16,0.74,33.83,102.56,0,0,16.09,3,0,85.09
Furniture,Road,Clear,282.42,349.75,1.79,3.12,4.44,6,6.91,0.74,0.86,29.36,91.73,0,1,1.33,3,0,67.97
Furniture,Sea,Clear,199.4,333.06,2.2,9.88,9.37,6,16.64,1.03,1.05,30.08,74.79,1,0,23.89,2,0,119.55
Food,Road,Clear,1195.91,381.52,3.13,7.32,1.44,5,0.68,0.91,1.48,33.81,116.53,0,0,0.14,1,0,82.98
Automobile,Road,Clear,128.73,95.19,1.14,4.49,3.94,3,4.05,0.92,1.35,42.39,109.41,0,0,13.35,0,0,63.96
Pharma,Sea,Rain,2717.23,403.09,0.76,7.78,4.99,3,6.16,1.29,0.5,8.07,97.33,0,0,21.02,0,0,104.08
Furniture,Road,Rain,109.43,485.1,4.73,5.2,1.78,9,14.33,1.45,1.35,2.61,107.17,0,0,18.92,1,0,88.79
Electronics,Road,Clear,137.36,306.21,1.26,2.91,5.65,5,11.8,1.36,0.88,4.35,93.99,0,0,15.97,2,0,64.62
Automobile,Rail,Rain,537.72,7.17,2.53,5.39,4.38,7,5.66,1.21,1.27,14.07,99.28,0,0,1.58,2,0,80.43
Pharma,Road,Rain,1899.69,36.97,3.83,7.95,4.93,7,11.84,0.85,1.31,19.93,80.13,0,1,11.47,0,0,115.09
Pharma,Road,Clear,1647.58,118.12,2.82,2.61,7.18,2,17.85,0.59,0.75,22.88,94.44,0,0,17.75,4,0,76.46
Furniture,Road,Clear,1995.49,246.06,3.21,5.37,1.63,9,9.65,0.75,0.33,11.57,80.25,0,0,16.56,1,0,92.85
Pharma,Road,Clear,2685.99,207.46,0.9,2.07,9.66,5,14.07,1.34,0.74,4.54,118.1,0,0,15.81,2,0,86.04
Furniture,Road,Clear,1392.09,489.63,2.04,8.58,5.7,3,7.24,0.31,0.34,12.69,92.02,0,0,15.94,3,0,94.25
Clothing,Rail,Storm,179.43,472.85,3.48,8.37,8.55,8,14.4,0.69,0.92,37.3,91.22,0,0,19.64,2,0,113.72
Automobile,Air,Clear,2302.32,196.97,1.13,7.06,3.87,6,17.41,0.89,1.44,29.64,118.41,0,0,17.09,3,0,108.6
Food,Road,Clear,2445.3,397.36,2.47,9.28,3.82,7,11.55,0.35,1.36,35.8,117.36,0,0,4.66,1,0,120.69
Clothing,Road,Clear,197.17,318.55,2.99,4.6,9.13,0,8.03,0.43,0.76,25.76,106.81,0,0,5.78,3,0,50.37
Automobile,Sea,Storm,766.41,122.32,3.97,2.19,2.06,3,15.21,1.15,1.21,12.98,107.18,0,0,4.04,3,0,77.01
Furniture,Sea,Clear,2323.26,465.66,1.16,9.78,1.93,5,19.14,1.43,1.18,46.37,114.73,0,0,7.87,1,0,122.5
Automobile,Road,Rain,1159.66,130.5,4.89,5.62,7.27,5,1.83,1.11,0.99,40.86,118.28,0,0,14.76,2,0,102.77
Furniture,Rail,Clear,1444.32,435.3,4.84,5.28,5.19,1,10.57,0.58,1.15,43.81,114.13,0,0,16.75,1,0,80.62
Clothing,Rail,Storm,2478.37,319.18,0.16,1.57,7.46,6,4.05,0.66,1.38,11.1,71.19,0,0,5.73,3,0,97.87
Electronics,Road,Fog,329.13,310.94,1.9,6.13,4.9,2,5.84,1.03,0.64,33.78,103.79,0,0,10.77,1,0,68.17
Electronics,Road,Clear,2047.99,419.37,0.43,6.8,2.91,5,12.9,1.48,0.51,26.75,117.82,0,0,7.09,3,0,84.46
